sumo_id,from,to,priority,type,speed,lanes,allow,disallow,osmid,has_traffic_light,surface,bridge,tunnel,lit,bearing,length
120511932#1,1351133106,4171250143,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120511932.0,0,asphalt,,,yes,236.74231830196814,
120511932#2,4171250143,1173023823,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120511932.0,0,asphalt,,,yes,236.74231830196814,141.58449721527728
120512822,10831872482,1161457723,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120512822.0,0,asphalt,,,,328.3672934855094,136.6510477484462
120512823#0,1173126245,5518678801,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120512823.0,0,,,,,213.9882724321028,141.02858997708861
120512823#1,5518678801,1173060728,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120512823.0,0,,,,,213.9882724321028,
120829754,1161680892,1353867616,2,highway.living_street,10.008,1,,tram rail_urban rail rail_electric rail_fast ship,120829754.0,0,,,,,340.1955526719869,178.79408215614578
128212074,1417343739,1417522320,14,highway.motorway,129.996,4,private emergency authority army vip passenger hov taxi bus coach delivery truck trailer motorcycle evehicle custom1 custom2,,128212074.0,0,asphalt,yes,,no,70.93952933452307,837.6073877574801
128212082#0,12216695771,1504407456,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,128212082.0,0,asphalt,,,no,119.41074754409456,1610.1701707897678
128212082#1,1504407456,1743329228,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,128212082.0,0,asphalt,,,no,119.41074754409456,
128212082#2,1743329228,603129739,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,128212082.0,0,asphalt,,,no,119.41074754409456,144.59550584845266
128228326#0,1417522302,1449093533,14,highway.motorway,129.996,4,private emergency authority army vip passenger hov taxi bus coach delivery truck trailer motorcycle evehicle custom1 custom2,,128228326.0,0,asphalt,yes,,no,252.09245246542002,753.3678485138578
128228326#1,1449093533,3663800556,14,highway.motorway,129.996,4,private emergency authority army vip passenger hov taxi bus coach delivery truck trailer motorcycle evehicle custom1 custom2,,128228326.0,0,asphalt,yes,,no,252.09245246542002,751.0906325453526
1292568304,1375541998,7880036615,14,highway.motorway,129.996,5,private emergency authority army vip passenger hov taxi bus coach delivery truck trailer motorcycle evehicle custom1 custom2,,1292568304.0,0,asphalt,,,no,62.740739258834175,230.73872085109554
1292568305#0,7880036615,1449093529,14,highway.motorway,129.996,3,private emergency authority army vip passenger hov taxi bus coach delivery truck trailer motorcycle evehicle custom1 custom2,,1292568305.0,0,asphalt,yes,,no,62.740739258834175,316.42137492858365
1292568305#1,1449093529,1417343739,14,highway.motorway,129.996,3,private emergency authority army vip passenger hov taxi bus coach delivery truck trailer motorcycle evehicle custom1 custom2,,1292568305.0,0,asphalt,yes,,no,62.740739258834175,108.87783687358987
1292568306,11982489732,1375541992,14,highway.motorway,110.01599999999999,5,private emergency authority army vip passenger hov taxi bus coach delivery truck trailer motorcycle evehicle custom1 custom2,,1292568306.0,0,asphalt,yes,,no,243.02582883364894,
1323419240,171981649,171981640,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,1323419240.0,0,asphalt,,,yes,43.45190917938683,
1323419241,171981665,171981649,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,1323419241.0,0,asphalt,,,yes,80.71978595259934,80.22648888280472
1323419242#0,12216690089,12216690090,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,1323419242.0,0,,,,,92.48388011363285,
1323419242#1,12216690090,533971689,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,1323419242.0,0,,,,,92.48388011363285,
1323419243,171981816,533971671,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,1323419243.0,0,asphalt,,,yes,217.82138467959592,
1323419244,258908516,905617148,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1323419244.0,0,,,,,261.63114207355227,58.57493683768017
1323419245,905617148,171981857,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,1323419245.0,0,asphalt,,,yes,172.3166406552813,53.15237062859697
1323419246,171981971,171981942,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,1323419246.0,0,asphalt,,,,246.75429725483957,166.01040473440537
1323419247,171981971,1351126049,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1323419247.0,0,asphalt,,,,347.6900202794417,75.18418495781302
133906979,1161457661,1161457723,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,133906979.0,0,asphalt,yes,,,348.20158107722875,
133906980,1473452979,1161457661,11,highway.secondary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,133906980.0,0,asphalt,yes,,,348.20158107722875,
148716280#0,1171052140,1843278665,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,148716280.0,0,,,,,301.09574578833724,69.42344785256489
148716280#1,1843278665,1843278760,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,148716280.0,0,,,,,301.09574578833724,140.53126561418543
148716288,1617889910,1617889899,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,148716288.0,0,,,,,1.8158354880772596,
